,OBJECTID,PARTICIPANT_CODE,FORMAL_PARTICIPANT_NAME,HA_PHN_NUM,HA_FAX_NUM,HA_EMAIL_ADDR_TEXT,EXEC_DIR_PHONE,EXEC_DIR_FAX,EXEC_DIR_EMAIL,PHAS_DESIGNATION,HA_LOW_RENT_SIZE_CATEGORY,HA_SECTION_8_SIZE_CATEGORY,HA_COMBINED_SIZE_CATEGORY,PHA_TOTAL_UNITS,SECTION8_UNITS_CNT,total_ph_units
198,199,MA065,Needham Housing Authority,7814443011,7814441089.0,cgosmon@needhamhousing.org,7814443011.0,7814441089.0,cgosmon@needhamhousing.org,Standard Performer,MEDIUM LOW (100-299),MEDIUM LOW (100-299),MEDIUM LOW (100-299),259,123,136
3405,3406,WI206,Door County Housing Authority,9207432545,9207434223.0,suedchousing@att.net,9207432545.0,9207434223.0,suedchousing@att.net,,,MEDIUM LOW (100-299),MEDIUM LOW (100-299),259,259,0
2760,2761,TX031,Taylor Housing Authority,5123523231,5123655464.0,egreen@taylorha.org,5123523231.0,5123655464.0,egreen@taylorha.org,Standard Performer,VERY SMALL (0-49),MEDIUM LOW (100-299),MEDIUM LOW (100-299),259,213,46
1356,1357,GA170,Housing Authority of the City of LaFayette,7066382733,7066387407.0,keri@lafayetteha.com,7066382733.0,,keri@lafayetteha.com,High Performer,MEDIUM HIGH (300-999),VERY SMALL (0-49),MEDIUM HIGH (300-999),259,0,259
2702,2703,LA169,Housing Authority of Newellton,3184672151,3184672860.0,NewelltonHA@gmail.com,3184672151.0,3184672860.0,NewelltonHA@gmail.com,,,MEDIUM LOW (100-299),MEDIUM LOW (100-299),260,260,0
1129,1130,ND002,Housing Authority of the City of Williston,7015722006,7015723574.0,tom.alexander@minothousing.com,7018520485.0,7018523043.0,tom.alexander@minothousing.com,Standard Performer,MEDIUM LOW (100-299),MEDIUM LOW (100-299),MEDIUM LOW (100-299),262,136,126
1381,1382,GA133,Housing Authority of the City of Alma,9126324298,9126327533.0,haca@almahousingauthority.com,9126324298.0,9126327533.0,ktaylor@almahousingauthority.com,Standard Performer,MEDIUM LOW (100-299),VERY SMALL (0-49),MEDIUM LOW (100-299),262,0,262
1715,1716,SD036,Huron Housing Authority,6053521520,6053526382.0,hha@huronhousingauthority.com,6053521520.0,6053526382.0,hha@huronhousingauthority.com,,,MEDIUM LOW (100-299),MEDIUM LOW (100-299),262,262,0
1199,1200,MN107,"HRA OF DETROIT LAKES, MINNESOTA",2188477859,2188478432.0,susandlhra@arvig.net,2188477859.0,,nicholedlhra@arvig.net,Standard Performer,SMALL (50-99),MEDIUM LOW (100-299),MEDIUM LOW (100-299),262,171,91
3484,3485,MI011,Monroe Housing Commission,7342425880,7342423562.0,nwain@monroehousing.org,7342425880.0,,nwain@monroehousing.org,Standard Performer,MEDIUM LOW (100-299),VERY SMALL (0-49),MEDIUM LOW (100-299),262,0,262
2665,2666,TX264,Georgetown Housing Authority,5128635565,5128693475.0,nikki.brennan@georgetownha.org,5128635565.0,,nikki.brennan@georgetownha.org,Standard Performer,MEDIUM LOW (100-299),MEDIUM LOW (100-299),MEDIUM LOW (100-299),263,105,158
253,254,ME019,Bath Housing Authority,2074433116,2074438116.0,dkeller@bathhousing.org,2074433116.0,2074438116.0,dkeller@bathhousing.org,High Performer,,MEDIUM LOW (100-299),MEDIUM LOW (100-299),264,264,0
1654,1655,FL024,Ormond Beach Housing Authority,3866772069,3866773545.0,caroline@obha.org,3866772069.0,3866773545.0,caroline@obha.org,Standard Performer,VERY SMALL (0-49),MEDIUM LOW (100-299),MEDIUM LOW (100-299),264,223,41
1613,1614,SC005,HOUSING AUTHORITY OF  DARLINGTON,8433930436,8433930443.0,jsteen@darlingtonha.org,8433930436.0,8433930443.0,jsteen@darlingtonha.org,Standard Performer,MEDIUM LOW (100-299),SMALL (50-99),MEDIUM LOW (100-299),264,97,167
3276,3277,TX421,Uvalde Housing Authority,8302787161,8302783665.0,virginia.limon@uvaldeha.org,8302787161.0,8302783665.0,virginia.limon@uvaldeha.org,High Performer,,MEDIUM LOW (100-299),MEDIUM LOW (100-299),265,265,0
2071,2072,OH071,Henry Metropolitan Housing Authority,4195925788,4195921759.0,nwohhousing@gmail.com,4195925788.0,4195921759.0,nwohhousing@gmail.com,,,MEDIUM LOW (100-299),MEDIUM LOW (100-299),265,265,0
412,413,NJ035,South Amboy Housing Authority,7327211831,7327210377.0,soamboyha@aol.com,7327211831.0,7327210377.0,soamboyha@aol.com,High Performer,MEDIUM LOW (100-299),MEDIUM LOW (100-299),MEDIUM LOW (100-299),266,114,152
2170,2171,MI050,Baldwin Housing Commission,2317457441,2317458583.0,bhc@carrinter.net,2317457441.0,2317458583.0,bhc@carrinter.net,High Performer,SMALL (50-99),MEDIUM LOW (100-299),MEDIUM LOW (100-299),266,180,86
2898,2899,CA010,Housing Authority of the City of Richmond,5106206606,5103078195.0,aarredondo@rhaca.org,5106211300.0,5103078195.0,aarredondo@rhaca.org,Substandard Financial,MEDIUM LOW (100-299),VERY SMALL (0-49),MEDIUM LOW (100-299),267,0,267
2627,2628,AR210,Drew County Public Facilities Board,8703673973,8703672392.0,dcpfb@sbcglobal.net,8703673973.0,8703672392.0,dcpfb@sbcglobal.net,,,MEDIUM LOW (100-299),MEDIUM LOW (100-299),267,267,0
336,337,NJ016,Harrison Housing Authority,9734831488,9734834277.0,Mgilmore@harrisonhousing.com,9734831488.0,9734834277.0,rlucas@harrisonhousing.com,High Performer,MEDIUM LOW (100-299),VERY SMALL (0-49),MEDIUM LOW (100-299),268,0,268
512,513,MD019,Housing Commission of Talbot,4108225358,4108223213.0,don001_hctc@verizon.net,4108225358.0,4108223213.0,don001_hctc@verizon.net,Standard Performer,MEDIUM LOW (100-299),MEDIUM LOW (100-299),MEDIUM HIGH (300-999),268,268,0
744,745,WV017,Housing Authority of the City of Pt. Pleasant,3046754414,3046754436.0,bhawleyptplha@suddenlinkmail.com,3046754414.0,3046754436.0,bhawleyptplha@suddenlinkmail.com,High Performer,MEDIUM LOW (100-299),MEDIUM LOW (100-299),MEDIUM LOW (100-299),268,129,139
74,75,RQ017,MUNICIPALITY OF GUAYAMA,7878640600,7878645070.0,ilia.soto03@gmail.com,7878640600.0,,sec8guayama@yahoo.com,,,MEDIUM LOW (100-299),MEDIUM LOW (100-299),268,268,0
467,468,NY532,Village of Cobleskill,5182347604,5182343951.0,djackson@schohariecountyrpc.com,5182347604.0,5182344346.0,rfilmer@schohariecountyrpc.com,,,MEDIUM LOW (100-299),MEDIUM LOW (100-299),268,268,0
2158,2159,IN018,Housing Authority of the City of Tell City,8125478581,8125479569.0,tchous@psci.net,8125478581.0,8125479569.0,tchous@psci.net,High Performer,MEDIUM LOW (100-299),SMALL (50-99),MEDIUM LOW (100-299),269,70,199
696,697,NY061,Hudson Housing Authority,5188285415,5188282591.0,jdodson@hudsonhousingauthority.com,5188285415.0,5188282591.0,jdodson@hudsonhousingauthority.com,Standard Performer,VERY SMALL (0-49),MEDIUM LOW (100-299),MEDIUM LOW (100-299),269,269,0
3730,3731,TX174,Sinton Housing Authority,3613641901,3613645483.0,cmedrano@sintonha.com,3613641901.0,3613645483.0,cmedrano@sintonha.com,Standard Performer,SMALL (50-99),MEDIUM LOW (100-299),MEDIUM LOW (100-299),269,185,84
331,332,NJ089,Clifton Housing Authority,9734705846,9734711837.0,dsidoti@cliftonnj.org,9734705854.0,9734705264.0,DVillano@Cliftonnj.org,,,MEDIUM LOW (100-299),MEDIUM LOW (100-299),270,270,0
1302,1303,ND022,Barnes County Housing Authority,7018452600,7018458753.0,bchajan@outlook.com,7018452600.0,,bchajan@outlook.com,High Performer,VERY SMALL (0-49),MEDIUM LOW (100-299),MEDIUM LOW (100-299),270,221,49
3669,3670,AR023,Housing Authority of the County of Poinsett,8703582990,8703584537.0,director@poinsettcountyhousing.com,8703582990.0,8703584537.0,director@poinsettcountyhousing.com,Standard Performer,MEDIUM LOW (100-299),VERY SMALL (0-49),MEDIUM LOW (100-299),270,0,270
634,635,PA032,The Housing Authority of Montour County,5702753640,5702753615.0,mocoha@ptd.net,5702753640.0,5702753615.0,mocoha@ptd.net,High Performer,MEDIUM LOW (100-299),MEDIUM LOW (100-299),MEDIUM LOW (100-299),271,156,115
3059,3060,IA128,Southeast Iowa Regional Housing Authority,3197535109,3197528008.0,kfraise@seirha.com,3197535109.0,,kfraise@seirha.com,,,MEDIUM LOW (100-299),MEDIUM LOW (100-299),271,271,0
504,505,NC160,Caswell County Housing Assistance Program,3366949318,3366949321.0,sshumaker@caswellcountync.gov,3366949318.0,3366949321.0,sshumaker@caswellcountync.gov,,,MEDIUM LOW (100-299),MEDIUM LOW (100-299),271,271,0
3801,3802,TX505,Liberty County Housing Authority,9363364558,9363368051.0,lcha@co.liberty.tx.us,9363364556.0,,stephanie.berry@co.liberty.tx.us,,,MEDIUM LOW (100-299),MEDIUM LOW (100-299),271,271,0
1178,1179,IL052,Randolph County Housing Authority,6188264314,6188264674.0,il052@rchail.org,6188264314.0,6188264674.0,cblechle@rchail.org,High Performer,MEDIUM LOW (100-299),SMALL (50-99),MEDIUM LOW (100-299),272,54,218
2058,2059,IN055,Linton Housing Authority,8128478254,8128474876.0,lintonhousing@yahoo.com,8128478254.0,8128474876.0,lintonhousing@yahoo.com,High Performer,SMALL (50-99),MEDIUM LOW (100-299),MEDIUM LOW (100-299),273,223,50
3436,3437,KY024,Housing Authority of Hazard,6064365741,6064362617.0,housing@hahazard.com,6064365741.0,6064362617.0,beckyp@hahazard.com,High Performer,MEDIUM LOW (100-299),VERY SMALL (0-49),MEDIUM LOW (100-299),273,0,273
2540,2541,LA125,Housing Authority of the Parish of Caldwell,3186495022,3186490686.0,cpha@bellsouth.net,3186495022.0,3186490686.0,cpha@bellsouth.net,Standard Performer,MEDIUM LOW (100-299),MEDIUM LOW (100-299),MEDIUM LOW (100-299),273,157,116
470,471,NJ044,Highland Park Housing Authority,7325724420,7329856485.0,donnabrightman@hotmail.com,9085612525.0,,dhurley@edisonha.org,Standard Performer,VERY SMALL (0-49),MEDIUM LOW (100-299),MEDIUM LOW (100-299),273,273,0
435,436,NY082,Peekskill Housing Authority,9147391700,9147391787.0,jphalen@peekskillha.com,9147391700.0,,jphalen@peekskillha.com,Substandard Physical,MEDIUM LOW (100-299),VERY SMALL (0-49),MEDIUM LOW (100-299),273,0,273
2402,2403,SC017,HOUSING AUTHORITY OF GAFFNEY,8644893193,8644879460.0,gafha@bellsouth.net,8644893193.0,8644879460.0,taskew@gaffneyha.org,High Performer,MEDIUM LOW (100-299),VERY SMALL (0-49),MEDIUM LOW (100-299),274,0,274
2965,2966,LA253,Lafourche Parish Housing Authority,9855375289,9855375322.0,bpitre@bellsouth.net,9855375289.0,9855375322.0,erial.branch@lphousing.org,,,MEDIUM LOW (100-299),MEDIUM LOW (100-299),275,275,0
1856,1857,GA188,Housing Authority of the City of Lithonia,7704826563,7704825306.0,lit_hous@bellsouth.net,7704826563.0,7704825306.0,nikkid@lithoniahousing.org,Standard Performer,SMALL (50-99),MEDIUM LOW (100-299),MEDIUM LOW (100-299),275,200,75
2366,2367,AL112,HA OPP,3344939741,3344932390.0,beverly.oha@mediacombb.net,3344939741.0,3344932390.0,beverly.oha@mediacombb.net,Standard Performer,MEDIUM LOW (100-299),MEDIUM LOW (100-299),MEDIUM LOW (100-299),275,105,170
315,316,NJ099,BLOOMFIELD TOWNSHIP HA,9736804189,9736804510.0,Rbrown@bloomfieldtwpnj.com,9736804019.0,9737484525.0,ppeikes@Bloomfieldtwpnj.com,,,MEDIUM LOW (100-299),MEDIUM LOW (100-299),275,275,0
1898,1899,IL095,Ogle County Housing Authority,8157321301,8157321375.0,oglecountyha@oglecountyhousing.org,8157321301.0,8157321375.0,dditzler@oglecountyhousing.org,High Performer,MEDIUM LOW (100-299),MEDIUM LOW (100-299),MEDIUM LOW (100-299),275,145,130
1787,1788,AL056,Haleyville Housing Authority,2054863571,2054859472.0,stephanie@haleyha.com,2052690596.0,,stephanie@haleyha.com,Standard Performer,MEDIUM LOW (100-299),VERY SMALL (0-49),MEDIUM LOW (100-299),275,0,275
3591,3592,TX309,Cuero Housing Authority,3612756127,3612752839.0,esperanza.ortiz@sbcglobal.net,3616553223.0,3612752839.0,esperanza.ortiz@sbcglobal.net,High Performer,MEDIUM LOW (100-299),MEDIUM LOW (100-299),MEDIUM LOW (100-299),276,106,170
3409,3410,LA033,Housing Authority of Oakdale,3183352417,3183359326.0,tjohnsonoha@bellsouth.net,3183352417.0,3183359326.0,tjohnsonoha@bellsouth.net,High Performer,MEDIUM LOW (100-299),MEDIUM LOW (100-299),MEDIUM LOW (100-299),276,120,156
2964,2965,LA080,Housing Authority of Lafourche Parish,9855375289,9855375322.0,erial.branch@lphousing.org,9855375289.0,,erial.branch@lphousing.org,Standard Performer,MEDIUM LOW (100-299),VERY SMALL (0-49),MEDIUM LOW (100-299),276,0,276
3795,3796,TN014,Fayetteville Housing Authority,9314331587,9314338924.0,gpearson@fpunet.com,9314331587.0,9314338924.0,gpearson@fpunet.com,High Performer,MEDIUM LOW (100-299),VERY SMALL (0-49),MEDIUM LOW (100-299),276,0,276
130,131,MA041,Shrewsbury Housing Authority,5087570323,5087545210.0,Kllybrg@aol.com,5087570323.0,5087545210.0,Shabergeronk@gmail.com,Standard Performer,SMALL (50-99),MEDIUM LOW (100-299),MEDIUM LOW (100-299),276,177,99
697,698,PA058,TITUSVILLE HOUSING AUTHORITY,8148273732,8148274847.0,avroman@titusvillehousing.com,8148273732.0,8148274847.0,avroman@titusvillehousing.com,High Performer,MEDIUM LOW (100-299),MEDIUM LOW (100-299),MEDIUM LOW (100-299),277,126,151
751,752,NC073,Oxford Housing Authority,9196936936,9196933216.0,oxfordpha@nc.rr.com,9196936936.0,9196933216.0,xavierlw@aol.com,Standard Performer,MEDIUM LOW (100-299),VERY SMALL (0-49),MEDIUM LOW (100-299),277,0,277
1772,1773,UT031,Cedar City Housing Authority,4355868462,4358659397.0,,4355868462.0,,heidi@cedarcity.org,,,MEDIUM LOW (100-299),MEDIUM LOW (100-299),277,277,0
3168,3169,TX222,Housing Authority of Crockett,9365442057,9365448573.0,kelleys@crockettha.com,9365442057.0,9365448573.0,kelleys@crockettha.com,Standard Performer,MEDIUM LOW (100-299),VERY SMALL (0-49),MEDIUM LOW (100-299),278,0,278
775,776,MO012,Housing Authority of the City of Charleston,5736832172,5736836809.0,paulpha@sbcglobal.net,5736832172.0,5736836809.0,paulpha@sbcglobal.net,High Performer,MEDIUM LOW (100-299),VERY SMALL (0-49),MEDIUM LOW (100-299),278,0,278
1995,1996,IL120,Housing Authority of Edgar County,2174658458,2174658460.0,edgarhousing@gmail.com,2174658458.0,,edgarhousing@gmail.com,High Performer,MEDIUM LOW (100-299),SMALL (50-99),MEDIUM LOW (100-299),279,79,200
3760,3761,AR005,Blytheville Housing Authority,8707636781,8707630464.0,director@blyhousing.com,8707636781.0,8707630464.0,director@blyhousing.com,Standard Performer,MEDIUM LOW (100-299),VERY SMALL (0-49),MEDIUM LOW (100-299),279,0,279
64,65,MA037,Fitchburg Housing Authority,9783425222,9783434148.0,DBushman@fitchburgha.org,9783425222.0,,DBushman@fitchburgha.org,Standard Performer,SMALL (50-99),MEDIUM LOW (100-299),MEDIUM LOW (100-299),279,227,52
303,304,NH014,Exeter Housing Authority,6037788110,6037726433.0,tony@exeterhousingauthority.org,6037788110.0,,tony@exeterhousingauthority.org,High Performer,MEDIUM LOW (100-299),MEDIUM LOW (100-299),MEDIUM LOW (100-299),280,173,107
55,56,RQ015,MUNICIPIO DE DORADO,7877961230,7872781236.0,mabel.molina@dorado2025.com,7877961230.0,7877963660.0,mabel.molina@dorado2025.com,,,MEDIUM LOW (100-299),MEDIUM LOW (100-299),280,280,0
1728,1729,IL047,Macoupin County Housing Authority,2178548606,2178548749.0,dionne@teamhousingcenter.com,2178548606.0,2178548749.0,dionne@teamhousingcenter.com,High Performer,MEDIUM LOW (100-299),VERY SMALL (0-49),MEDIUM LOW (100-299),280,0,280
75,76,RQ025,MUNICIPALITY OF HUMACAO,7878523066,,grivera@humacao.gov.pr,7878523066.0,,miramos@humacao.gov.pr,,,MEDIUM LOW (100-299),MEDIUM LOW (100-299),280,280,0
2587,2588,OK123,Housing Authority of Osage County,9182872270,9182872224.0,christi@osagecountyha.org,9182872270.0,9182872224.0,christi@osagecountyha.org,High Performer,MEDIUM LOW (100-299),VERY SMALL (0-49),MEDIUM LOW (100-299),280,0,280
2978,2979,AZ901,Arizona Department of Housing,6027711000,6027711013.0,greg.cooper@azhousing.gov,6027711000.0,6027711013.0,greg.cooper@azhousing.gov,,,MEDIUM LOW (100-299),MEDIUM LOW (100-299),282,282,0
1616,1617,MN021,CROOKSTON HOUSING AND EDA,2182815334,2182816214.0,ttahran@crookstonheda.com,2184702004.0,2184702005.0,kkirschbaum@crookston.mn.us,Standard Performer,SMALL (50-99),MEDIUM LOW (100-299),MEDIUM LOW (100-299),283,218,65
1765,1766,CO005,Trinidad Housing Authority,7198457469,7198468217.0,mfieldsallgeyer.tha@qwestoffice.net,7198457469.0,,mfieldsallgeyer.tha@qwestoffice.net,Standard Performer,MEDIUM LOW (100-299),SMALL (50-99),MEDIUM LOW (100-299),283,87,196
2529,2530,GA064,Housing Authority of the City of Bainbridge,9122465386,9122465208.0,,2292465386.0,2292465208.0,nregthomas@bellsouth.net,Standard Performer,MEDIUM LOW (100-299),VERY SMALL (0-49),MEDIUM LOW (100-299),283,0,283
2206,2207,CO071,Housing Authority of the City of Fountain,7193825639,7193824113.0,areeder@fountaincohousing.org,7193825639.0,,areeder@fountaincohousing.org,High Performer,VERY SMALL (0-49),MEDIUM LOW (100-299),MEDIUM LOW (100-299),284,244,40
410,411,NJ042,Franklin Township Housing Authority,7325459430,7325453667.0,jclarke@nbnjha.org,7327455157.0,,dtoto@nbnjha.org,Standard Performer,SMALL (50-99),MEDIUM LOW (100-299),MEDIUM HIGH (300-999),284,234,50
739,740,NY067,Hornell Housing Authority,6073247912,6073247913.0,kcarney@hornellhousing.org,6073247912.0,,kcarney@hornellhousing.org,Standard Performer,VERY SMALL (0-49),MEDIUM LOW (100-299),MEDIUM LOW (100-299),284,284,0
3415,3416,MS066,The Housing Authority of the City of Picayune,6017983281,6017995123.0,gloria.byrd@pichouse.org,6017983281.0,6017995123.0,gloria.byrd@pichouse.org,High Performer,MEDIUM LOW (100-299),VERY SMALL (0-49),MEDIUM LOW (100-299),284,0,284
3019,3020,TN009,Union City Housing Authority,7318851971,7318856149.0,Gena@uchousing.org,7318851971.0,7318856149.0,Gena@uchousing.org,Standard Performer,MEDIUM LOW (100-299),VERY SMALL (0-49),MEDIUM LOW (100-299),284,0,284
1801,1802,IL088,"Housing Authority Of The County of Wayne, Illinois",6188429008,6188422163.0,wayneha@midwest.net,6188429008.0,6188422163.0,wayneha@midwest.net,Standard Performer,MEDIUM LOW (100-299),SMALL (50-99),MEDIUM LOW (100-299),285,73,212
2770,2771,TX134,Housing Authority of Cameron,2546976523,2546973575.0,melissa.cobb@ctxhousing.com,2546976523.0,2546973575.0,melissa.cobb@ctxhousing.com,High Performer,MEDIUM LOW (100-299),MEDIUM LOW (100-299),MEDIUM LOW (100-299),285,144,141
2449,2450,KY022,Housing Authority of Lebanon,2706923481,2706921825.0,lebanonhouse@windstream.net,2704653576.0,2704652444.0,jhall@campbellsvillehousing.com,High Performer,MEDIUM LOW (100-299),SMALL (50-99),MEDIUM LOW (100-299),285,75,210
1918,1919,MN180,TODD COUNTY HRA,3205946388,,toddcountyhra@yahoo.com,3205946388.0,3205946402.0,toddcountyhra@yahoo.com,High Performer,VERY SMALL (0-49),MEDIUM LOW (100-299),MEDIUM LOW (100-299),286,268,18
1644,1645,WI166,Trempealeau County Housing Authority,7155382274,7155382392.0,tremphousing@outlook.com,7155382274.0,7155382392.0,tremphousing@outlook.com,High Performer,SMALL (50-99),MEDIUM LOW (100-299),MEDIUM LOW (100-299),286,226,60
2085,2086,MI041,Big Rapids Housing Commission,2317968689,2317968696.0,lmiller@bigrapidshousing.org,2317968689.0,2317968696.0,lmiller@bigrapidshousing.org,High Performer,MEDIUM LOW (100-299),VERY SMALL (0-49),MEDIUM LOW (100-299),287,0,287
2163,2164,MI028,Mount Clemens Housing Commission,5864681434,5864640142.0,director@mtclemenshc.org,5864681434.0,5864640142.0,tamica@mtclemenshc.org,Standard Performer,MEDIUM LOW (100-299),VERY SMALL (0-49),MEDIUM LOW (100-299),287,0,287
1403,1404,NY107,Village of North Syracuse Housing Authority,3154587077,3154525400.0,bweismore@vnsha.com,3154587077.0,,rweismore@vnsha.com,,,MEDIUM LOW (100-299),MEDIUM LOW (100-299),287,287,0
1495,1496,GA247,Housing Authority of the City of Thomaston,7066477420,7066475907.0,patriciaallen@thomastonhousing.org,7066477420.0,7066475907.0,patriciaallen@thomastonhousing.org,Standard Performer,MEDIUM LOW (100-299),VERY SMALL (0-49),MEDIUM LOW (100-299),288,0,288
1448,1449,MN090,"HRA OF RED WING, MINNESOTA",6513887571,6513850551.0,,6513017028.0,,kurt.keena@ci.red-wing.mn.us,High Performer,MEDIUM LOW (100-299),MEDIUM LOW (100-299),MEDIUM LOW (100-299),288,169,119
464,465,NY152,North Fork Hsg Alliance Inc,6314771070,6314771769.0,NFHA@aol.com,6314771070.0,6314771769.0,NFHA@aol.com,,,MEDIUM LOW (100-299),MEDIUM LOW (100-299),289,289,0
2089,2090,AL177,HA TROY,3345661271,3345661279.0,rogersd@troycable.net,3345661271.0,3345661279.0,rogersd@troycable.net,High Performer,VERY SMALL (0-49),MEDIUM LOW (100-299),MEDIUM LOW (100-299),289,289,0
267,268,ME021,Brewer Housing Authority,2079897890,2079897554.0,cperkins@brewerhousing.com,2079897890.0,2079897554.0,cperkins@brewerhousing.com,High Performer,MEDIUM LOW (100-299),MEDIUM LOW (100-299),MEDIUM LOW (100-299),290,136,154
621,622,DE004,Delaware State Housing Authority,3027394263,3027393178.0,cynthia.karnai@delaware.gov,3027394263.0,,cynthia.karnai@delaware.gov,,MEDIUM LOW (100-299),VERY SMALL (0-49),MEDIUM LOW (100-299),290,0,290
812,813,NC084,Robeson County Housing Authority,9107384866,9107384867.0,,9107384866.0,,njcooper@robesonha.org,High Performer,MEDIUM LOW (100-299),VERY SMALL (0-49),MEDIUM LOW (100-299),290,0,290
2446,2447,IN037,Mount Vernon Housing Authority,8128386356,8128386471.0,terri.mvha@yahoo.com,8128386356.0,8128386471.0,terri.mvha@yahoo.com,High Performer,SMALL (50-99),MEDIUM LOW (100-299),MEDIUM LOW (100-299),290,207,83
3689,3690,AR035,Searcy Housing Authority,5012688547,5012687320.0,dgatesSHA@gmail.com,5012688547.0,5012687320.0,director@searcyhousing.com,Standard Performer,MEDIUM LOW (100-299),MEDIUM LOW (100-299),MEDIUM LOW (100-299),290,170,120
858,859,NC163,Greene County Public Housing Agency,2527478245,2527477304.0,,2527478245.0,2527477304.0,cherring@embarqmail.com,,,MEDIUM LOW (100-299),MEDIUM LOW (100-299),290,290,0
1882,1883,MN172,STEARNS COUNTY HRA,3206857771,3206857580.0,nicoleb@stearnshra.com,3206857771.0,3206857580.0,neilf@stearnshra.com,Standard Performer,VERY SMALL (0-49),MEDIUM LOW (100-299),MEDIUM LOW (100-299),291,291,0
1732,1733,SD035,Pierre Housing & Redevelopment Commision,6057737425,6057737375.0,traci@hrcpierre.com,6057737425.0,6057737375.0,traci@hrcpierre.com,High Performer,SMALL (50-99),MEDIUM LOW (100-299),MEDIUM LOW (100-299),291,241,50
2383,2384,KY016,Housing Authority of Richmond,8596231321,8596239452.0,harichky@gmail.com,8596231321.0,8596239452.0,jessicaharichky@gmail.com,High Performer,MEDIUM LOW (100-299),VERY SMALL (0-49),MEDIUM LOW (100-299),291,0,291
931,932,MO133,Nevada Housing Authority,4174482730,4174482733.0,nevmopha@sbcglobal.net,4174482730.0,,nevmopha@nevadamohousing.com,Standard Performer,MEDIUM LOW (100-299),SMALL (50-99),MEDIUM LOW (100-299),291,91,200
2768,2769,LA057,Pineville Housing Authority,3184739729,3184739767.0,michellewal@suddenlinkmail.com,3184739729.0,3184739767.0,Michellewal@suddenlinkmail.com,High Performer,MEDIUM LOW (100-299),MEDIUM LOW (100-299),MEDIUM LOW (100-299),292,172,120
285,286,CT017,Derby Housing Authority,2037356652,2037340204.0,Zharris@derbyhousing.com,2037356652.0,2037340204.0,Zharris@derbyhousing.com,,,MEDIUM LOW (100-299),MEDIUM LOW (100-299),292,292,0
2748,2749,MS105,The Housing Authority of the City of Natchez,6014465301,6014455805.0,admin@natchezha.com,6014465301.0,,admin@natchezha.com,High Performer,MEDIUM LOW (100-299),VERY SMALL (0-49),MEDIUM LOW (100-299),293,0,293
3631,3632,NM020,Housing Authority of the City of Truth or Consequences,5758942244,5758940756.0,k.hoffman@torchousing.org,5758942244.0,5758940756.0,k.hoffman@torchousing.org,Standard Performer,MEDIUM LOW (100-299),MEDIUM LOW (100-299),MEDIUM LOW (100-299),293,193,100
3353,3354,TX298,Housing Authority  the City of Mineral Wells,9403253327,9403256852.0,rachel_mwha@suddenlinkmail.com,9403253327.0,9403256852.0,rachel_mwha@suddenlinkmail.com,Standard Performer,SMALL (50-99),MEDIUM LOW (100-299),MEDIUM LOW (100-299),293,235,58
3089,3090,TX272,Housing Authority of  Alto,9368584921,9368583923.0,director@altohousing.org,9368584921.0,,director@altohousing.org,Standard Performer,SMALL (50-99),MEDIUM LOW (100-299),MEDIUM LOW (100-299),293,226,67
2005,2006,CO079,Housing Authority of the County of Montezuma,9705653831,9705650860.0,hamntz@mc-ha.org,9705653831.0,9705650860.0,hamntz@mc-ha.org,Standard Performer,VERY SMALL (0-49),MEDIUM LOW (100-299),MEDIUM LOW (100-299),293,262,31
800,801,NC025,Rockingham Housing Authority,9109973316,9109976981.0,cbelton@rhanc.com,9109973316.0,9109976981.0,cbelton@rhanc.com,Standard Performer,MEDIUM LOW (100-299),SMALL (50-99),MEDIUM LOW (100-299),293,69,224
3616,3617,AR225,Lee County Housing Authority,8702955063,8702954635.0,leecountyar225@att.net,8705523554.0,,dgates@lonokepha.com,,,MEDIUM LOW (100-299),MEDIUM LOW (100-299),294,294,0
2844,2845,LA232,Ruston City,3182513203,3182519935.0,woutley@ruston.org,3182513203.0,,woutley@ruston.org,,,MEDIUM LOW (100-299),MEDIUM LOW (100-299),294,294,0
2790,2791,FL201,OSCEOLA COUNTY HOUSING AGENCY,4077428400,4077428432.0,dran@osceola.org,4077428418.0,4077428432.0,danicka.ransom@osceola.org,,,MEDIUM LOW (100-299),MEDIUM LOW (100-299),295,295,0
3519,3520,MS001,The Housing Authority of the City of Hattiesburg,6015831881,6015830759.0,Jmellard@hattiesburgha.com,6015831881.0,6015830759.0,Jmellard@hattiesburgha.com,Standard Performer,MEDIUM LOW (100-299),VERY SMALL (0-49),MEDIUM LOW (100-299),296,0,296
3447,3448,TX396,Starr County Housing Authority,9564873216,9564877817.0,scha02@yahoo.com,9564873216.0,9564877817.0,scha02@yahoo.com,Standard Performer,SMALL (50-99),MEDIUM LOW (100-299),MEDIUM LOW (100-299),296,218,78
2143,2144,AL181,EVERGREEN HOUSING AUTHORITY,2515781488,2515785281.0,evhouseauth@bellsouth.net,2515781488.0,2515785281.0,evhouseauth@bellsouth.net,Standard Performer,SMALL (50-99),MEDIUM LOW (100-299),MEDIUM LOW (100-299),296,206,90
2127,2128,MS007,The Housing Authority of the City of Clarksdale,6626248030,6626273341.0,bhoward@clarksdalehousing.org,6626248030.0,6626273341.0,bhoward@clarksdalehousing.org,High Performer,MEDIUM LOW (100-299),VERY SMALL (0-49),MEDIUM LOW (100-299),296,0,296
